"TERM"	"GENE"
"N0000190113"	"DNMBP"
"N0000190113"	"TIMP1"
"N0000190113"	"CCDC86"
"N0000190113"	"FZD7"
"N0000190113"	"MAP2K3"
"N0000190113"	"RRP1B"
"N0000190113"	"CSNK1E"
"N0000190113"	"ETV5"
"N0000190113"	"BRCA1"
"N0000190113"	"DSCC1"
"N0000190113"	"YRDC"
"N0000190113"	"SMC4"
"N0000190113"	"SLC35F2"
"N0000190113"	"DKK1"
"N0000190113"	"HSPA8"
"N0000190113"	"PPARG"
"N0000190113"	"RRS1"
"N0000190113"	"EXOSC4"
"N0000190113"	"MOK"
"N0000190113"	"CDCA4"
"N0000190113"	"ELK3"
"N0000190113"	"TMEM2"
"N0000190113"	"ELOVL6"
"N0000190113"	"MAFF"
"N0000190113"	"HSPD1"
"N0000190113"	"MCM5"
"N0000190113"	"TPX2"
"N0000190113"	"HPCAL1"
"N0000190113"	"TCERG1"
"N0000190113"	"PNP"
"N0000190113"	"PHLDA1"
"N0000190113"	"CCNB2"
"N0000190113"	"CHAF1A"
"N0000190113"	"CDCA8"
"N0000190113"	"FOSL1"
"N0000190113"	"NME1"
"N0000190113"	"ETV4"
"N0000190113"	"CDC6"
"N0000190113"	"RAF1"
"N0000190113"	"LIMK1"
"N0000190113"	"NEK11"
"N0000190113"	"LOC102724428"
"N0000190113"	"BRAF"
"N0000190113"	"SLCO1B3"
"N0000190113"	"SLC22A6"
"N0000190113"	"SIK1"
"N0000190113"	"SLC22A8"
"N0000190113"	"SDC3"
"N0000190113"	"SIRT5"
"N0000190113"	"PTPRK"
"N0000190113"	"CTSD"
"N0000190113"	"CHAC1"
"N0000190113"	"S100A13"
"N0000190113"	"HSPB2"
"N0000190113"	"CEBPG"
"N0000190113"	"PGAP3"
"N0000190113"	"SLC35E2B"
"N0000190113"	"COPZ2"
"N0000190113"	"FAM172A"
"N0000190113"	"NFIL3"
"N0000190113"	"PRAF2"
"N0000190113"	"METRN"
"N0000190113"	"PIPOX"
"N0000190113"	"PTPRC"
"N0000190113"	"CCDC53"
"N0000190113"	"HBP1"
"N0000190113"	"TAGLN"
"N0000190113"	"DNAJB2"
"N0000190113"	"CBS"
"N0000190113"	"MVP"
"N0000190113"	"MYL9"
"N0000190113"	"SOX2"
"N0000190113"	"PSME1"
"N0000190113"	"PRKX"
"N0000190113"	"TPP1"
"N0000190113"	"PSAT1"
"N0000190113"	"HS1BP3"
"N0000190113"	"LAPTM4A"
"N0000190113"	"FAM63A"
"N0000190113"	"ATF3"
"N0000190113"	"AGL"
"N0000190113"	"HERC6"
"N0000190113"	"TES"
"N0000190113"	"DXO"
"N0000190113"	"UBE2L6"
"N0000190113"	"TTLL3"
"N0000190113"	"COL11A1"
"N0000190113"	"PDGFD"
"N0000190113"	"PRCP"
"N0000190113"	"FAXDC2"
"N0000190113"	"SNX6"
"N0000190113"	"GSTZ1"
"N0000190113"	"NAGLU"
"N0000190113"	"HIST1H2BK"
"N0000190113"	"C1orf50"
"N0000190113"	"SPAG4"
"N0000190113"	"CAMLG"
"N0000190113"	"MAGED2"
"N0000190113"	"NUDT18"
"N0000190113"	"NCK2"
"N0000190113"	"TRIM2"
"N0000190113"	"DNAJC4"
"N0000190113"	"GPC1"
"N0000190113"	"PIGV"
"N0000190113"	"JUN"
"N0000190113"	"DHRS1"
"N0000190113"	"PYCR1"
"N0000190113"	"CCNA1"
"N0000190113"	"LRRC8D"
"N0000190113"	"OSBPL9"
"N0000190113"	"ST6GALNAC2"
"N0000190113"	"HDAC6"
"N0000190113"	"DNASE2"
"N0000190113"	"FOXO4"
"N0000190113"	"SULT1A2"
"N0000190113"	"PYGL"
"N0000190113"	"CGRRF1"
"N0000190113"	"TFAP2A"
"N0000190113"	"PHGDH"
"N0000190113"	"DUSP11"
"N0000190113"	"NUCB2"
"N0000190113"	"SSBP2"
"N0000190113"	"NFKBIA"
"N0000190113"	"SOX4"
"N0000190113"	"DNMT3A"
"N0000190113"	"YPEL5"
"N0000190113"	"MYL5"
"N0000190113"	"RFNG"
"N0000190113"	"NFATC4"
"N0000190113"	"PPCS"
"N0000190113"	"SULT1A1"
"N0000190113"	"ERBB2"
"N0000190113"	"ATP1B1"
"N0000190113"	"PSMB10"
"N0000190113"	"TSC22D3"
"N0000190113"	"RWDD2A"
"N0000190113"	"SCRG1"
"N0000190113"	"PPOX"
"N0000190113"	"ACKR3"
"N0000190113"	"TCEA2"
"N0000190113"	"TKFC"
"N0000190113"	"HERPUD1"
"N0000190113"	"PBLD"
"N0000190113"	"TRAPPC6A"
"N0000190113"	"PRSS23"
"N0000190113"	"NFE2L1"
"N0000190113"	"HCFC1R1"
"N0000190113"	"PDK2"
"N0000190113"	"OLFML3"
"N0000190113"	"CNN1"
"N0000190113"	"LIPA"
"N0000190113"	"GAA"
"N0000190113"	"CES1"
"N0000190113"	"DDR1"
"N0000190113"	"ZNF358"
"N0000190113"	"CLIC4"
"N0000190113"	"STK19"
"N0000190113"	"SEMA3B"
"N0000190113"	"PPAP2A"
"N0000190113"	"GTDC1"
"N0000190113"	"EFS"
"N0000190113"	"LIMK2"
"N0000190113"	"TESK1"
"N0000190113"	"CRIP1"
"N0000190113"	"SOCS2"
"N0000190113"	"SLC24A1"
"N0000190113"	"SERF2"
"N0000190113"	"AGBL5"
"N0000190113"	"DHRS7"
"N0000190113"	"ASCC1"
"N0000190113"	"HEXA"
"N0000190113"	"C1R"
"N0000190113"	"MEF2C"
"N0000190113"	"BBS1"
"N0000190113"	"PAN2"
"N0000190113"	"ATRAID"
"N0000190113"	"BLCAP"
"N0000190113"	"RRNAD1"
"N0000190113"	"IKBKB"
"N0000190113"	"IRF9"
"N0000190113"	"SPG11"
"N0000190113"	"ANXA4"
"N0000190113"	"NEK1"
"N0000190113"	"ORAI3"
"N0000190113"	"SH3BGRL"
"N0000190113"	"FAM8A1"
"N0000190113"	"VAT1"
"N0000190113"	"KIAA0141"
"N0000190113"	"SARS"
"N0000190113"	"IL13RA1"
"N0000190113"	"EPHA3"
"N0000190113"	"RABAC1"
"N0000190113"	"EFNA1"
"N0000190113"	"MUC1"
"N0000190113"	"MYLK"
"N0000190113"	"MAL"
"N0000190113"	"MATN2"
"N0000190113"	"NUPR1"
"N0000190113"	"ERBB3"
"N0000190113"	"CCDC92"
"N0000190113"	"NPDC1"
"N0000190113"	"CEP57"
"N0000190113"	"CDKN1A"
"N0000190113"	"LPAR2"
"N0000190113"	"DDB2"
"N0000190113"	"DDIT4"
"N0000190113"	"RHOD"
"N0000190113"	"AMZ2"
"N0000190113"	"ZMYM2"
"N0000190113"	"HMGCL"
"N0000190113"	"KLHL9"
"N0000190113"	"HMOX1"
"N0000190113"	"TRIM22"
"N0000190113"	"LDB1"
"N0000190113"	"DECR1"
"N0000190113"	"RAB4A"
"N0000190113"	"ASS1"
"N0000190113"	"HSD17B8"
"N0000190113"	"PNRC1"
"N0000190113"	"SNX13"
"N0000190113"	"KLHDC2"
"N0000190113"	"MAP2K5"
"N0000190113"	"LYRM9"
"N0000190113"	"SLC50A1"
"N0000190113"	"TCEAL4"
"N0000190113"	"HOOK2"
"N0000190113"	"ATF6"
"N0000190113"	"ZDHHC4"
"N0000190113"	"TP53"
"N0000190113"	"RING1"
"N0000190113"	"LHPP"
"N0000190113"	"PCK2"
"N0000190113"	"SSH3"
"N0000190113"	"NIT1"
"N0000190113"	"HHLA3"
"N0000190113"	"ABCB6"
"N0000190113"	"BSDC1"
"N0000190113"	"ALDH6A1"
"N0000190113"	"GNPDA1"
"N0000190113"	"SLC1A4"
"N0000190113"	"VPS8"
"N0000190113"	"KLHL24"
"N0000190113"	"FUT1"
"N0000190113"	"CCS"
"N0000190113"	"ASPA"
"N0000190113"	"SCCPDH"
"N0000190113"	"SIL1"
"N0000190113"	"CMC4"
"N0000190113"	"EAPP"
"N0000190113"	"CAPN1"
"N0000190113"	"HIST2H2BE"
"N0000190113"	"NIPSNAP1"
"N0000190113"	"CEBPD"
"N0000190113"	"IDUA"
"N0000190113"	"TBXA2R"
"N0000190113"	"RBKS"
"N0000190113"	"NDUFB5"
"N0000190113"	"ANKRA2"
"N0000190113"	"ABHD4"
"N0000190113"	"PHKB"
"N0000190113"	"CBY1"
"N0000190113"	"NOTCH1"
"N0000190113"	"CFD"
"N0000190113"	"PLSCR3"
"N0000190113"	"CBLB"
"N0000190113"	"CARS"
"N0000190113"	"NPEPL1"
"N0000190113"	"PECR"
"N0000190113"	"APBB2"
"N0000190113"	"C1RL"
"N0000190113"	"C14orf132"
"N0000190113"	"LMBRD1"
"N0000190113"	"ID2"
"N0000190113"	"ECH1"
"N0000190113"	"CRYAB"
"N0000190113"	"PIK3C2B"
"N0000190113"	"TCTN1"
"N0000190113"	"CTSF"
"N0000190113"	"SLC2A10"
"N0000190113"	"CAND2"
"N0000190113"	"ASNS"
"N0000190113"	"TRMT1L"
"N0000190113"	"ARID5B"
"N0000190113"	"ATF4"
"N0000190113"	"DUSP22"
"N0000190113"	"EFEMP2"
"N0000190113"	"POLD4"
"N0000190113"	"BEST1"
"N0000190113"	"BPHL"
"N0000190113"	"HIST1H2AC"
"N0000190113"	"SESN1"
"N0000190113"	"DDIT3"
"N0000190113"	"NARFL"
"N0000190113"	"PHF21A"
"N0000190113"	"FOXO3"
"N0000190113"	"PROS1"
"N0000190113"	"CIRBP"
"N0000182147"	"GJA1"
"N0000182147"	"CHRNA4"
"N0000182147"	"CYP2B6"
"N0000182147"	"CHRNA3"
"N0000182147"	"CYP3A5"
"N0000182147"	"SLC6A2"
"N0000182147"	"CYP3A7-CYP3A51P"
"N0000182147"	"OPRK1"
"N0000182147"	"GRIN3A"
"N0000182147"	"OPRD1"
"N0000182147"	"CHRNA7"
"N0000182147"	"SIGMAR1"
"N0000182147"	"OPRM1"
"N0000182147"	"PGRMC1"
"N0000182147"	"CHRFAM7A"
"N0000182147"	"CHRNB2"
"N0000182147"	"CHRNB4"
"N0000182147"	"CHRNA2"
"N0000182147"	"CYP2C9"
"N0000182147"	"SLC6A4"
"N0000182147"	"CYP3A7"
"N0000182147"	"CYP2C8"
"N0000182147"	"CYP2C19"
"N0000182147"	"CYP2D6"
"N0000182147"	"CYP2E1"
"N0000182147"	"CYP3A4"
"N0000182147"	"ABCB1"
"N0000182147"	"MTHFD2"
"N0000182147"	"AGL"
"N0000182147"	"MAL"
"N0000182147"	"FKBP14"
"N0000182147"	"PYCR1"
"N0000182147"	"AGR2"
"N0000191273"	"SLCO1B1"
"N0000191273"	"CYP1A2"
"N0000191273"	"UGT1A3"
"N0000191273"	"CYP2C8"
"N0000191273"	"MPL"
"N0000191273"	"UGT1A1"
"N0000175830"	"HSPD1"
"N0000175830"	"IFRD2"
"N0000175830"	"CCNA2"
"N0000175830"	"TIMELESS"
"N0000175830"	"RPIA"
"N0000175830"	"PCYOX1L"
"N0000175830"	"LIG1"
"N0000175830"	"RFC2"
"N0000175830"	"ESPL1"
"N0000175830"	"TCERG1"
"N0000175830"	"NAE1"
"N0000175830"	"MRPS27"
"N0000175830"	"DDX10"
"N0000175830"	"SSRP1"
"N0000175830"	"STOML2"
"N0000175830"	"GTF3A"
"N0000175830"	"PUS7"
"N0000175830"	"NT5DC2"
"N0000175830"	"B4GAT1"
"N0000175830"	"RAN"
"N0000175830"	"RFC4"
"N0000175830"	"MRPL24"
"N0000175830"	"EBNA1BP2"
"N0000175830"	"MCM7"
"N0000175830"	"TARBP1"
"N0000175830"	"NSMF"
"N0000175830"	"TSPAN4"
"N0000175830"	"UBE2S"
"N0000175830"	"FEN1"
"N0000175830"	"EXO1"
"N0000175830"	"UBXN8"
"N0000175830"	"WDR12"
"N0000175830"	"ANAPC1"
"N0000175830"	"FAM216A"
"N0000175830"	"STIL"
"N0000175830"	"CAD"
"N0000175830"	"DCK"
"N0000175830"	"FOXM1"
"N0000175830"	"KIF2C"
"N0000175830"	"EXOSC8"
"N0000175830"	"UTP18"
"N0000175830"	"TTK"
"N0000175830"	"PLK2"
"N0000175830"	"ITGAE"
"N0000175830"	"MCM6"
"N0000175830"	"SDAD1"
"N0000175830"	"TRIP13"
"N0000175830"	"LAMP5"
"N0000175830"	"DLD"
"N0000175830"	"TMEM97"
"N0000175830"	"OXCT1"
"N0000175830"	"C10orf2"
"N0000175830"	"CDKN3"
"N0000175830"	"FBL"
"N0000175830"	"FAM64A"
"N0000175830"	"RBM28"
"N0000175830"	"FAM57A"
"N0000175830"	"HEATR1"
"N0000175830"	"PSME1"
"N0000175830"	"KIF20A"
"N0000175830"	"SIGMAR1"
"N0000175830"	"DTL"
"N0000175830"	"DPH2"
"N0000175830"	"PTTG1"
"N0000175830"	"CCT3"
"N0000175830"	"CDC45"
"N0000175830"	"ATIC"
"N0000175830"	"CC2D2B"
"N0000175830"	"TIMM9"
"N0000175830"	"F12"
"N0000175830"	"PRKDC"
"N0000175830"	"WDR43"
"N0000175830"	"MRPL3"
"N0000175830"	"SF3A3"
"N0000175830"	"EXOSC5"
"N0000175830"	"RNPS1"
"N0000175830"	"MYC"
"N0000175830"	"POLR1E"
"N0000175830"	"BCS1L"
"N0000175830"	"TRIB1"
"N0000175830"	"RACGAP1"
"N0000175830"	"NDUFAF4"
"N0000175830"	"SUPT16H"
"N0000175830"	"MAK16"
"N0000175830"	"TCEA2"
"N0000175830"	"PRR7"
"N0000175830"	"TP53"
"N0000175830"	"C20orf27"
"N0000175830"	"SMC4"
"N0000175830"	"CSE1L"
"N0000175830"	"MRPS16"
"N0000175830"	"NOC3L"
"N0000175830"	"CHERP"
"N0000175830"	"ITGB3BP"
"N0000175830"	"HDAC2"
"N0000175830"	"NOLC1"
"N0000175830"	"ZNHIT6"
"N0000175830"	"RRS1"
"N0000175830"	"GPI"
"N0000175830"	"BTBD2"
"N0000175830"	"EPS8"
"N0000175830"	"MDH2"
"N0000175830"	"SDCCAG3"
"N0000175830"	"TXNRD1"
"N0000175830"	"NOC2L"
"N0000175830"	"RUVBL1"
"N0000175830"	"CCDC85B"
"N0000175830"	"C1QBP"
"N0000175830"	"ENOPH1"
"N0000175830"	"MRPS2"
"N0000175830"	"SPR"
"N0000175830"	"RNASEH2A"
"N0000175830"	"HSPA8"
"N0000175830"	"PRMT5"
"N0000175830"	"ABCE1"
"N0000175830"	"TPX2"
"N0000175830"	"PA2G4"
"N0000175830"	"EZH2"
"N0000175830"	"MTA1"
"N0000175830"	"CDC25B"
"N0000175830"	"NPRL2"
"N0000175830"	"UBE2C"
"N0000175830"	"PRPF4"
"N0000175830"	"ST7"
"N0000175830"	"PAFAH1B3"
"N0000175830"	"TMEM109"
"N0000175830"	"LBR"
"N0000175830"	"CDC20"
"N0000175830"	"MRPL12"
"N0000175830"	"NME1"
"N0000175830"	"PCNA"
"N0000175830"	"CDCA4"
"N0000175830"	"TOMM70A"
"N0000175830"	"PRSS23"
"N0000175830"	"RFC5"
"N0000175830"	"PUF60"
"N0000175830"	"PARP2"
"N0000175830"	"BDH1"
"N0000175830"	"GEMIN4"
"N0000175830"	"RPA1"
"N0000175830"	"CCNB2"
"N0000175830"	"PNP"
"N0000175830"	"KARS"
"N0000175830"	"PAICS"
"N0000175830"	"TKT"
"N0000175830"	"NPM1"
"N0000175830"	"CYCS"
"N0000175830"	"TSEN2"
"N0000175830"	"ENC1"
"N0000175830"	"TOMM34"
"N0000175830"	"BRCA1"
"N0000175830"	"PHGDH"
"N0000175830"	"GINS2"
"N0000175830"	"LRPPRC"
"N0000175830"	"NETO2"
"N0000175830"	"WDR3"
"N0000175830"	"PSMB8"
"N0000175830"	"KIF14"
"N0000175830"	"KAT2A"
"N0000175830"	"PFAS"
"N0000175830"	"SRM"
"N0000175830"	"PSIP1"
"N0000175830"	"TROAP"
"N0000175830"	"HIST1H2BK"
"N0000175830"	"P4HTM"
"N0000175830"	"TOP2A"
"N0000175830"	"CCDC86"
"N0000175830"	"NHP2"
"N0000175830"	"MAD2L1"
"N0000175830"	"HADH"
"N0000175830"	"ERBB2"
"N0000175830"	"MTHFD2"
"N0000175830"	"NCAPH"
"N0000175830"	"ADGRE5"
"N0000175830"	"PPIH"
"N0000175830"	"IGFBP3"
"N0000175830"	"PIK3C2B"
"N0000175830"	"PRC1"
"N0000175830"	"CTPS1"
"N0000175830"	"TMEM147"
"N0000175830"	"NKRF"
"N0000175830"	"CDK1"
"N0000175830"	"NCAPG2"
"N0000175830"	"BOP1"
"N0000175830"	"CHEK2"
"N0000175830"	"ZWINT"
"N0000175830"	"RNMTL1"
"N0000175830"	"RUVBL2"
"N0000175830"	"PIN1"
"N0000175830"	"POLA1"
"N0000175830"	"LSM4"
"N0000175830"	"NDC1"
"N0000175830"	"ZFAND1"
"N0000175830"	"SEH1L"
"N0000175830"	"VARS"
"N0000175830"	"POLR2I"
"N0000175830"	"IMPDH2"
"N0000175830"	"GRWD1"
"N0000175830"	"SNRPD2"
"N0000175830"	"VDAC1"
"N0000175830"	"CD320"
"N0000175830"	"KIF15"
"N0000175830"	"CD3EAP"
"N0000175830"	"UBA2"
"N0000175830"	"MELK"
"N0000175830"	"TYMS"
"N0000175830"	"STUB1"
"N0000175830"	"MCM2"
"N0000175830"	"DIAPH2"
"N0000175830"	"LDHB"
"N0000175830"	"EEF1A2"
"N0000175830"	"RRP1B"
"N0000175830"	"GDF15"
"N0000175830"	"ICT1"
"N0000175830"	"NUP85"
"N0000175830"	"VPS13A"
"N0000175830"	"MTHFD1"
"N0000175830"	"CDCA8"
"N0000175830"	"TRAP1"
"N0000175830"	"EIF4EBP1"
"N0000175830"	"DHRS7"
"N0000175830"	"APEX1"
"N0000175830"	"SUV39H1"
"N0000175830"	"CDK4"
"N0000175830"	"NUP54"
"N0000175830"	"PPT1"
"N0000175830"	"ESR1"
"N0000175830"	"PGR"
"N0000175830"	"CYP19A1"
"N0000175830"	"SRD5A1"
"N0000175830"	"SHBG"
"N0000175830"	"AR"
"N0000175830"	"CYP3A4"
"N0000175830"	"ZFP36"
"N0000175830"	"GPC1"
"N0000175830"	"SPDEF"
"N0000175830"	"INPP1"
"N0000175830"	"GDPD5"
"N0000175830"	"LAPTM4A"
"N0000175830"	"RPS6KB2"
"N0000175830"	"EDEM1"
"N0000175830"	"HBB"
"N0000175830"	"COPA"
"N0000175830"	"GNAI1"
"N0000175830"	"FAM114A1"
"N0000175830"	"RAP1GAP"
"N0000175830"	"GLRX"
"N0000175830"	"TMEM57"
"N0000175830"	"PKIG"
"N0000175830"	"RNFT1"
"N0000175830"	"EIF2AK3"
"N0000175830"	"KIAA1324"
"N0000175830"	"SHANK2"
"N0000175830"	"NFKBIA"
"N0000175830"	"DDIT4"
"N0000175830"	"USP6NL"
"N0000175830"	"MYO10"
"N0000175830"	"LHFPL2"
"N0000175830"	"NAT1"
"N0000175830"	"SEC24D"
"N0000175830"	"IGF1R"
"N0000175830"	"PDIA5"
"N0000175830"	"AP3S1"
"N0000175830"	"ANO10"
"N0000175830"	"DERL2"
"N0000175830"	"INPP4B"
"N0000175830"	"XBP1"
"N0000175830"	"WIF1"
"N0000175830"	"GPX3"
"N0000175830"	"MALT1"
"N0000175830"	"LGMN"
"N0000175830"	"KRCC1"
"N0000175830"	"DYRK3"
"N0000175830"	"FOXO4"
"N0000175830"	"SEC62"
"N0000175830"	"NFKBIE"
"N0000175830"	"AP1B1"
"N0000175830"	"MTMR3"
"N0000175830"	"SERF2"
"N0000175830"	"KIT"
"N0000175830"	"MKLN1"
"N0000175830"	"HIST2H2BE"
"N0000175830"	"TMEM41B"
"N0000175830"	"SEC14L2"
"N0000175830"	"YIPF1"
"N0000175830"	"CEBPD"
"N0000175830"	"POLD4"
"N0000175830"	"RGL2"
"N0000175830"	"ARMCX3"
"N0000175830"	"GPER1"
"N0000175830"	"NARFL"
"N0000175830"	"C6orf47"
"N0000175830"	"COPB2"
"N0000175830"	"STAM2"
"N0000175830"	"PGM3"
"N0000175830"	"FKBP5"
"N0000175830"	"TIPARP"
"N0000175830"	"SERPINA1"
"N0000175830"	"CDKN1A"
"N0000175830"	"SLC26A2"
"N0000175830"	"ANPEP"
"N0000175830"	"AAMDC"
"N0000175830"	"LIMK2"
"N0000175830"	"LRRC16A"
"N0000175830"	"GFPT1"
"N0000175830"	"PTK2B"
"N0000175830"	"CARD10"
"N0000175830"	"SNAP23"
"N0000175830"	"SERPINA5"
"N0000175830"	"TSKU"
"N0000175830"	"CREB3L1"
"N0000175830"	"SERPINA3"
"N0000175830"	"FOXO3"
"N0000175830"	"CIDEC"
"N0000175830"	"ARFIP2"
"N0000175830"	"PHTF1"
"N0000175830"	"YPEL5"
"N0000175830"	"NUCB2"
"N0000175830"	"ADAM10"
"N0000175830"	"MYL6"
"N0000175830"	"MAP7"
"N0000175830"	"SLC33A1"
"N0000175830"	"MOK"
"N0000175830"	"HGD"
"N0000175830"	"GOLGB1"
"N0000175830"	"APPBP2"
"N0000175830"	"FOXA2"
"N0000175830"	"CYTH1"
"N0000175830"	"HMOX1"
"N0000175830"	"RREB1"
"N0000175830"	"SPAG4"
"N0000175830"	"COPB1"
"N0000175830"	"PER1"
"N0000175830"	"TRAF3IP2"
"N0000175830"	"CSK"
"N0000175830"	"P4HA2"
"N0000175830"	"TCF12"
"N0000175830"	"HOMER2"
"N0000175830"	"SRP14"
"N0000175830"	"ATP7B"
"N0000175830"	"STK10"
"N0000175830"	"C6orf106"
"N0000175830"	"RAB4A"
"N0000175830"	"WIPI1"
"N0000171207"	"TMEM109"
"N0000171207"	"TXNRD1"
"N0000171207"	"TARBP1"
"N0000171207"	"TRIB1"
"N0000171207"	"IGFBP3"
"N0000171207"	"LIG1"
"N0000171207"	"ADGRE5"
"N0000171207"	"RRS1"
"N0000171207"	"MYC"
"N0000171207"	"ST7"
"N0000171207"	"MRPL12"
"N0000171207"	"DPH2"
"N0000171207"	"TP53"
"N0000171207"	"CCDC85B"
"N0000171207"	"PRR7"
"N0000171207"	"SLC15A1"
"N0000171207"	"ALAD"
"N0000171207"	"SLC15A2"
"N0000171207"	"EDEM1"
"N0000171207"	"NFKBIA"
"N0000171207"	"SPAG4"
"N0000171207"	"DDIT4"
"N0000171207"	"YTHDF1"
"N0000171207"	"NUCB2"
"N0000171207"	"LRRC16A"
"N0000171207"	"SPDEF"
"N0000171207"	"CEBPD"
"N0000171207"	"CYTH1"
"N0000171207"	"HMOX1"
"N0000171207"	"LGMN"
"N0000171207"	"TIPARP"
"N0000171207"	"POLD4"
"N0000171207"	"INPP1"
"N0000171207"	"HOMER2"
"N0000171207"	"FCGR1A"
"N0000191276"	"SLCO1B1"
"N0000191276"	"CYP1A2"
"N0000191276"	"UGT1A3"
"N0000191276"	"CYP2C8"
"N0000191276"	"MPL"
"N0000191276"	"UGT1A1"
"N0000191624"	"CYB5A"
"N0000191624"	"FIS1"
"N0000191624"	"MTHFD2"
"N0000191624"	"MPC2"
"N0000191624"	"FANCG"
"N0000191624"	"MCM5"
"N0000191624"	"CDC37L1"
"N0000191624"	"FEN1"
"N0000191624"	"RFC2"
"N0000191624"	"RRM2"
"N0000191624"	"HILPDA"
"N0000191624"	"HOXA10"
"N0000191624"	"NUSAP1"
"N0000191624"	"KLHL9"
"N0000191624"	"ATP1B1"
"N0000191624"	"TMED10"
"N0000191624"	"MCM3"
"N0000191624"	"PIGN"
"N0000191624"	"DUSP11"
"N0000191624"	"PEX11B"
"N0000191624"	"CDK2"
"N0000191624"	"NISCH"
"N0000191624"	"EAPP"
"N0000191624"	"IDH1"
"N0000191624"	"TUBB6"
"N0000191624"	"MSH6"
"N0000191624"	"VPS72"
"N0000191624"	"RAD1"
"N0000191624"	"UBE2A"
"N0000191624"	"HADH"
"N0000191624"	"UBE2C"
"N0000191624"	"LRRC41"
"N0000191624"	"THTPA"
"N0000191624"	"GINS1"
"N0000191624"	"HACD3"
"N0000191624"	"TINF2"
"N0000191624"	"TIPARP"
"N0000191624"	"NFKBIA"
"N0000191624"	"UBQLN2"
"N0000191624"	"PPP2R5E"
"N0000191624"	"PCNA"
"N0000191624"	"TSPAN6"
"N0000191624"	"TOP2A"
"N0000191624"	"DERA"
"N0000191624"	"MELK"
"N0000191624"	"CDK1"
"N0000191624"	"TXNDC9"
"N0000191624"	"AKR7A2"
"N0000191624"	"COG2"
"N0000191624"	"KIAA0907"
"N0000191624"	"GNPDA1"
"N0000191624"	"ZWINT"
"N0000191624"	"CCNE2"
"N0000191624"	"TOMM70A"
"N0000191624"	"ADH5"
"N0000191624"	"GJA1"
"N0000191624"	"MCM2"
"N0000191624"	"CDC45"
"N0000191624"	"TOPBP1"
"N0000191624"	"DTL"
"N0000191624"	"MCM6"
"N0000191624"	"ATF6"
"N0000191624"	"B4GAT1"
"N0000191624"	"CYP1A2"
"N0000191624"	"CYP1A1"
"N0000191624"	"TUBB4B"
"N0000191624"	"TUBA1A"
"N0000191624"	"ABCB1"
"N0000191624"	"CYP3A4"
"N0000191624"	"LRRC59"
"N0000191624"	"BIRC2"
"N0000191624"	"FOSL1"
"N0000191624"	"CCNB1"
"N0000191624"	"AATF"
"N0000191624"	"RRP1B"
"N0000191624"	"HSPB1"
"N0000191624"	"KEAP1"
"N0000191624"	"CD3EAP"
"N0000191624"	"TCERG1"
"N0000191624"	"CDC20"
"N0000191624"	"UBE2S"
"N0000191624"	"CXCL3"
"N0000191624"	"AXL"
"N0000191624"	"PLOD3"
"N0000191624"	"EBNA1BP2"
"N0000191624"	"GAS2L1"
"N0000191624"	"EPHB2"
"N0000191624"	"DRAP1"
"N0000191624"	"AKAP8L"
"N0000191624"	"RELB"
"N0000191624"	"RBM6"
"N0000191624"	"LARS2"
"N0000191624"	"CCDC85C"
"N0000191624"	"PDZD8"
"N0000191624"	"RRS1"
"N0000191624"	"CLSTN1"
"N0000191624"	"TPD52L2"
"N0000191624"	"ACTN4"
"N0000191624"	"CCNB2"
"N0000191624"	"MSRA"
"N0000191624"	"ANKRD27"
"N0000191624"	"SPAG5"
"N0000191624"	"TRAF3"
"N0000191624"	"PODXL"
"N0000191624"	"MICALL1"
"N0000191624"	"TXLNA"
"N0000191624"	"KLHL21"
"N0000191624"	"KIF14"
"N0000191624"	"SENP6"
"N0000191624"	"CXCL2"
"N0000191624"	"SMTN"
"N0000191624"	"NUP93"
"N0000191624"	"HRAS"
"N0000191624"	"DEPDC1"
"N0000191624"	"DDX10"
"N0000191624"	"PLCB3"
"N0000191624"	"SERPINE1"
"N0000191624"	"DNAJB2"
"N0000191624"	"TPM1"
"N0000191624"	"SAP30BP"
"N0000191624"	"MAST2"
"N0000191624"	"C2CD2"
"N0000191624"	"RNF11"
"N0000191624"	"EMP3"
"N0000191624"	"KCTD5"
"N0000191624"	"PSMD9"
"N0000191624"	"PAK4"
"N0000191624"	"TATDN2"
"N0000191624"	"ABCC5"
"N0000191624"	"ACTN1"
"N0000191624"	"KIF20A"
"N0000191624"	"HDAC6"
"N0000191624"	"NFKBIB"
"N0000191624"	"TOMM34"
"N0000191624"	"PXN"
"N0000191624"	"DVL1"
"N0000191624"	"JADE2"
"N0000191624"	"AXIN1"
"N0000191624"	"AURKA"
"N0000191624"	"LBR"
"N0000191624"	"CENPE"
"N0000191624"	"JMJD6"
"N0000191624"	"PDIA5"
"N0000191624"	"PRR7"
"N0000191624"	"SIPA1L3"
"N0000191624"	"PLK1"
"N0000175448"	"PTGS1"
"N0000175448"	"CYP3A5"
"N0000175448"	"ORM1"
"N0000175448"	"ABCC4"
"N0000175448"	"SLC15A1"
"N0000175448"	"CYP3A7"
"N0000175448"	"SLC15A2"
"N0000175448"	"CYP3A4"
"N0000175448"	"CYP2D6"
"N0000175448"	"SLC16A1"
"N0000175448"	"SLC22A6"
"N0000175448"	"KCNJ11"
"N0000175448"	"ALB"
"N0000175448"	"UGT1A9"
"N0000175448"	"CYP2C9"
